@relation emotion

@attribute outlook {fear , guilt, joy}
@attribute em1 real
@attribute em2 real
@attribute em3 real
@attribute em4 real
@attribute em5 real
@attribute em6 real
@attribute em7 real
@attribute em8 real
@attribute em9 real
@attribute em10 real

@data
guilt,1,1,1,2,2,1,4,1,1,3
guilt,2,2,2,1,1,2,3,1,1,2
guilt,1,1,1,1,2,1,3,1,1,3
guilt,0,2,0,0,0,0,3,0,2,4
guilt,1,1,1,1,1,1,2,1,1,1
guilt,0,0,0,0,1,0,2,0,0,0
guilt,1,0,0,1,0,1,0,0,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,4,1,1,3,1,4,1,2,3
guilt,1,1,1,1,1,1,2,1,1,1
guilt,4,0,2,1,0,5,1,2,0,0
guilt,2,1,0,1,1,3,1,2,0,2
guilt,0,1,0,0,1,0,1,0,0,1
guilt,1,2,1,1,3,1,3,1,2,1
guilt,3,2,3,2,2,4,3,3,2,3
guilt,1,2,1,2,1,1,1,1,1,1
guilt,1,0,0,0,0,2,1,0,0,0
guilt,1,0,0,0,0,2,0,2,0,0
guilt,4,1,3,3,1,5,2,3,2,4
guilt,1,0,1,0,0,1,0,0,0,0
guilt,0,0,0,0,0,0,1,0,0,1
guilt,0,0,1,1,0,1,0,0,0,0
guilt,0,2,0,0,2,0,3,0,1,2
guilt,0,1,0,0,1,0,3,0,0,1
guilt,0,1,0,0,1,0,1,0,1,0
guilt,0,0,1,1,0,1,0,1,0,0
guilt,1,4,1,1,1,1,1,1,2,1
guilt,1,0,0,1,0,2,1,1,0,1
guilt,0,0,0,0,0,0,1,0,0,1
guilt,2,1,0,2,1,3,1,2,0,1
guilt,0,1,0,0,1,1,1,0,0,0
guilt,2,2,1,2,2,2,2,2,1,1
guilt,1,1,1,1,1,1,1,1,1,1
guilt,3,3,4,3,3,4,5,4,3,4
guilt,0,0,0,0,1,0,1,0,0,1
guilt,1,0,1,0,1,1,1,1,0,0
guilt,0,0,1,0,0,1,1,1,0,0
guilt,1,0,0,1,0,1,0,0,0,0
guilt,2,1,2,0,1,3,1,3,0,1
guilt,0,1,1,0,1,1,3,1,0,2
guilt,1,0,1,2,0,1,0,2,0,1
guilt,0,0,0,1,0,1,0,1,0,0
guilt,0,0,0,1,0,1,0,1,0,1
guilt,1,2,1,2,1,1,1,1,1,1
guilt,0,0,0,0,1,0,3,0,0,1
guilt,2,0,1,1,0,4,1,1,0,0
guilt,0,1,0,0,1,0,2,0,0,1
guilt,1,2,1,0,2,2,2,2,0,2
guilt,1,0,0,1,1,2,1,1,0,1
guilt,1,0,1,1,0,1,0,1,1,1
guilt,0,1,0,0,1,0,1,0,1,0
guilt,2,1,2,2,1,3,2,2,1,2
guilt,2,3,2,2,1,2,2,2,1,1
guilt,0,2,0,0,2,1,3,1,1,1
guilt,1,2,1,1,2,1,2,1,1,2
guilt,0,1,0,1,1,3,3,2,0,2
guilt,2,0,2,1,0,3,1,2,0,0
guilt,1,0,0,0,0,2,0,1,0,0
guilt,0,0,0,0,0,0,0,0,0,1
guilt,1,0,1,0,0,1,0,1,0,0
guilt,0,0,1,1,0,1,0,1,0,0
guilt,1,2,1,1,2,2,2,2,1,2
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,1,2,1,1,2,2,2,1,2
guilt,0,1,0,0,1,0,1,0,0,1
guilt,1,0,0,0,0,2,1,2,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,0,0,0,1,1,2,1,0,1
guilt,1,2,1,1,1,1,2,1,2,2
guilt,1,0,1,1,0,2,0,2,0,0
guilt,1,2,1,1,2,2,2,2,1,2
guilt,0,0,0,0,0,0,1,0,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,2,1,1,1,1,3,2,3,1,1
guilt,0,0,0,0,1,0,1,0,0,1
guilt,0,0,0,0,1,1,2,0,1,1
guilt,1,0,0,1,0,2,0,2,0,0
guilt,0,0,0,0,0,1,0,1,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,1,0,0,1,0,1,0,0,2
guilt,0,0,1,0,0,1,0,0,0,0
guilt,0,0,0,0,0,1,0,0,0,0
guilt,2,0,2,0,0,2,0,2,0,0
guilt,2,1,1,2,1,2,1,1,2,1
guilt,0,0,0,0,0,1,0,0,0,0
guilt,2,0,1,1,2,2,4,2,0,2
guilt,1,0,1,0,1,1,1,1,0,1
guilt,2,1,1,1,1,3,2,2,1,2
guilt,1,2,1,1,2,1,3,1,1,2
guilt,1,0,1,0,0,1,0,1,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,1,0,0,0,1,1,1,0,1
guilt,1,0,0,0,1,0,3,0,0,1
guilt,1,1,1,0,0,1,2,1,0,1
guilt,0,0,0,0,0,0,0,0,1,0
guilt,1,1,1,1,1,1,1,1,1,1
guilt,0,0,0,0,1,0,1,0,0,1
guilt,1,1,1,1,1,1,2,1,1,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,3,1,0,2,1,3,0,1,3
guilt,1,1,1,1,1,1,1,1,1,1
guilt,2,2,2,2,2,3,3,4,2,2
guilt,0,1,0,0,0,0,1,0,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,0,0,1,1,0,1,0,0,1
guilt,1,1,0,1,1,1,1,1,1,1
guilt,3,1,1,2,2,2,2,1,1,2
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,0,0,1,0,1,0,1,1,1
guilt,2,1,1,1,0,2,0,2,0,0
guilt,2,4,2,4,4,2,5,4,2,4
guilt,0,0,0,0,0,1,0,0,0,0
guilt,1,3,1,1,1,2,2,1,1,2
guilt,0,0,0,0,3,1,3,1,0,0
guilt,0,1,0,1,0,1,0,0,0,0
guilt,2,2,3,3,3,4,3,3,2,2
guilt,0,1,0,0,1,0,2,0,1,1
guilt,3,1,2,2,1,3,2,4,1,1
guilt,2,1,2,2,1,2,2,2,1,2
guilt,0,1,0,0,0,0,0,0,0,0
guilt,0,0,1,0,1,2,1,0,0,0
guilt,0,0,0,1,0,1,0,0,0,0
guilt,1,1,0,0,1,2,1,2,0,1
guilt,0,0,0,0,0,0,2,0,0,1
guilt,0,0,0,0,0,1,0,1,0,0
guilt,2,1,2,1,1,4,1,3,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,0,1,1,0,1,0,1,0,0
guilt,0,1,0,0,1,3,2,2,0,1
guilt,0,1,0,1,0,0,2,0,0,2
guilt,1,1,2,1,2,2,3,1,2,2
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,0,1,0,0,1,0,0,0,0
guilt,0,0,0,1,0,1,0,1,0,0
guilt,0,2,0,0,2,0,2,0,2,1
guilt,1,0,0,0,0,1,1,1,0,0
guilt,0,0,0,0,0,0,1,1,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,3,1,1,2,1,4,1,4,0,1
guilt,1,3,1,2,2,1,2,1,1,3
guilt,0,1,0,0,2,1,4,1,0,2
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,1,0,1,0,1,0,0,0,0
guilt,0,0,0,0,1,1,1,1,0,1
guilt,1,1,1,1,1,1,2,1,1,1
guilt,5,4,4,4,4,6,4,6,3,4
guilt,1,0,0,1,1,2,1,2,0,1
guilt,1,1,2,1,1,3,1,2,1,1
guilt,2,2,1,2,2,2,2,2,1,2
guilt,0,0,0,0,1,1,1,1,0,3
guilt,1,1,1,0,1,1,2,0,0,0
guilt,2,1,1,2,1,1,1,1,1,1
guilt,2,1,0,1,1,3,1,3,0,0
guilt,4,3,3,3,1,6,2,5,2,2
guilt,0,0,0,0,1,0,1,0,0,1
guilt,0,0,1,1,0,1,1,1,0,0
guilt,0,1,0,0,1,0,2,0,0,1
guilt,0,0,0,0,0,1,0,0,0,0
guilt,0,0,1,0,0,1,1,1,0,0
guilt,0,0,1,1,0,1,0,1,0,0
guilt,1,2,1,1,1,1,2,1,1,1
guilt,0,0,0,1,0,1,1,0,1,0
guilt,1,0,0,0,0,1,1,1,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,1,0,0,0,0,0,0,1,0
guilt,0,0,1,1,0,2,1,0,0,0
guilt,0,1,1,2,0,2,3,0,0,1
guilt,0,2,0,0,0,0,1,0,0,0
guilt,1,1,0,0,1,1,3,1,0,2
guilt,0,0,0,0,1,1,2,1,0,2
guilt,0,0,1,0,0,2,2,2,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,0,0,0,0,1,0,1,0,0
guilt,1,1,1,1,1,2,1,1,1,2
guilt,0,0,0,0,2,1,2,0,0,1
guilt,0,1,0,0,0,0,2,0,0,1
guilt,1,2,1,1,3,1,3,1,2,3
guilt,0,1,0,0,1,0,1,0,1,1
guilt,0,0,0,0,0,1,0,0,0,0
guilt,2,0,2,2,0,3,0,1,0,0
guilt,0,0,0,0,0,1,3,1,0,1
guilt,2,1,0,0,1,1,1,1,1,0
guilt,0,1,1,0,1,2,1,2,0,1
guilt,1,0,0,0,0,1,0,1,0,0
guilt,0,0,0,0,1,1,2,1,0,2
guilt,0,0,0,0,2,0,2,0,0,1
guilt,1,2,1,1,1,2,1,2,1,1
guilt,0,0,0,2,1,1,2,2,0,2
guilt,1,0,0,2,0,2,0,2,1,0
guilt,2,0,2,0,1,2,1,2,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,2,4,1,1,3,2,4,2,3,3
guilt,0,0,1,0,0,1,2,1,0,0
guilt,2,0,0,0,0,3,0,1,0,0
guilt,2,0,0,2,0,4,2,2,2,0
guilt,1,0,1,0,0,3,0,1,0,0
guilt,0,0,0,0,1,0,1,0,0,0
guilt,0,0,0,0,0,0,1,0,0,1
guilt,0,0,0,0,0,0,1,0,0,0
guilt,0,0,0,0,1,1,3,0,0,1
guilt,0,0,1,1,0,2,0,2,0,0
guilt,1,1,1,1,1,1,1,1,0,0
guilt,1,0,1,0,1,1,1,1,0,0
guilt,0,2,0,0,3,2,4,2,0,1
guilt,0,1,0,0,2,1,3,1,0,2
guilt,3,2,3,3,2,3,3,3,2,2
guilt,1,0,0,0,1,1,0,1,0,0
guilt,1,1,0,0,0,1,1,0,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,1,0,0,1,2,1,1,0,1
guilt,1,0,1,0,0,1,0,1,0,0
guilt,2,3,2,2,3,2,3,2,2,3
guilt,1,1,0,0,1,1,1,1,0,1
guilt,2,1,1,1,1,2,1,2,1,1
guilt,0,1,1,0,1,1,1,1,0,0
guilt,0,2,0,0,1,3,1,1,0,0
guilt,0,1,0,0,0,0,1,0,0,0
guilt,0,0,0,0,1,0,3,0,0,1
guilt,1,0,1,0,0,2,0,0,0,0
guilt,0,1,0,0,0,0,2,0,0,0
guilt,1,0,0,0,0,1,1,1,0,0
guilt,1,1,0,1,0,2,0,1,0,0
guilt,2,2,3,2,2,3,3,3,2,3
guilt,0,0,1,1,0,1,0,1,0,0
guilt,0,0,1,0,1,1,1,1,0,2
guilt,0,0,0,0,0,1,0,1,0,0
guilt,1,1,1,1,2,1,3,1,1,3
guilt,0,0,0,0,0,0,2,0,0,0
guilt,1,2,1,1,1,1,1,1,1,1
guilt,0,1,0,0,1,1,2,1,0,2
guilt,1,0,0,0,0,1,0,1,0,0
guilt,1,0,0,1,0,1,0,1,1,0
guilt,0,0,1,2,1,2,4,1,0,2
guilt,1,1,1,0,1,2,2,1,1,2
guilt,0,1,0,0,1,1,2,1,0,2
guilt,1,1,1,0,0,1,1,2,1,0
guilt,2,1,2,2,0,4,2,5,1,3
guilt,0,0,0,0,1,0,1,0,0,2
guilt,0,3,0,0,3,0,4,0,1,2
guilt,0,0,0,0,1,0,3,0,0,2
guilt,1,0,1,2,0,3,1,2,0,1
guilt,0,0,1,1,0,3,1,1,0,0
guilt,0,0,0,0,2,0,2,0,0,1
guilt,1,2,1,2,1,1,1,1,1,1
guilt,1,2,0,0,1,2,1,2,0,1
guilt,0,0,0,0,0,0,1,0,0,0
guilt,0,0,0,0,0,0,0,0,0,1
guilt,0,1,0,0,1,0,1,0,0,2
guilt,0,0,0,0,0,0,0,0,0,1
guilt,0,2,0,0,1,0,2,0,0,1
guilt,1,0,0,0,0,1,0,1,0,0
guilt,0,0,0,0,0,0,0,0,0,1
guilt,0,0,0,0,0,0,3,0,0,4
guilt,1,2,0,0,1,2,1,1,0,1
guilt,1,2,1,1,1,1,3,1,2,3
guilt,1,1,0,0,1,1,1,1,1,1
guilt,1,0,2,0,0,2,0,1,0,0
guilt,3,1,2,3,1,4,4,3,1,2
guilt,0,0,0,0,0,1,1,0,0,0
guilt,0,0,0,0,0,2,1,0,0,1
guilt,0,2,0,2,3,2,4,1,1,4
guilt,1,1,1,2,0,2,0,1,1,0
guilt,0,2,0,1,2,1,2,1,1,1
guilt,1,1,1,1,1,1,1,1,1,1
guilt,1,1,1,1,1,1,2,1,1,2
guilt,0,1,0,2,0,0,1,0,0,0
guilt,0,1,0,1,0,0,1,0,0,0
guilt,2,2,1,1,2,3,2,2,1,2
guilt,1,1,1,0,1,2,1,1,0,1
guilt,2,1,1,1,1,2,1,2,1,1
guilt,1,1,1,1,2,2,3,2,1,1
guilt,1,0,1,1,0,2,0,1,0,0
guilt,1,1,0,0,1,2,2,1,0,1
guilt,0,2,0,0,0,0,0,0,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,1,0,0,1,0,3,0,1,3
guilt,1,1,0,0,0,1,0,1,0,0
guilt,1,2,0,0,2,1,2,1,1,2
guilt,0,1,0,0,1,1,1,1,0,1
guilt,0,0,0,0,0,0,1,0,0,0
guilt,1,1,1,1,0,1,0,1,0,0
guilt,1,3,0,0,3,1,3,1,2,2
guilt,1,0,0,0,1,1,1,1,0,1
guilt,0,2,0,0,2,2,2,2,1,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,2,0,2,2,0,2,0,2,0,0
guilt,1,0,1,1,0,2,0,2,0,0
guilt,1,0,1,0,0,1,0,1,0,0
guilt,0,0,0,0,1,0,2,0,0,1
guilt,0,0,0,0,1,0,2,0,0,1
guilt,1,0,0,0,0,2,1,0,0,1
guilt,0,1,1,1,2,2,3,1,0,2
guilt,0,1,0,0,1,0,2,0,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,0,0,0,0,1,0,0,0,0
guilt,1,0,0,0,0,0,0,0,1,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,0,0,0,1,3,1,2,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,1,1,0,0,1,0,0,0,0
guilt,0,0,1,0,0,1,0,1,0,0
guilt,0,0,0,1,0,2,1,2,0,0
guilt,0,0,0,0,0,2,1,1,0,1
guilt,0,1,0,0,2,0,3,0,0,2
guilt,0,1,0,1,1,0,1,0,1,1
guilt,0,1,0,0,2,1,3,0,0,2
guilt,0,0,0,0,0,0,1,0,0,0
guilt,2,1,0,1,1,2,1,2,1,1
guilt,1,0,0,0,0,1,0,0,0,0
guilt,1,1,1,0,0,2,0,2,0,0
guilt,1,0,1,1,0,1,1,1,0,0
guilt,0,1,0,0,0,2,0,1,0,0
guilt,0,3,0,1,2,3,3,1,1,1
guilt,1,1,1,2,1,1,3,1,1,1
guilt,1,0,1,1,0,1,1,1,0,0
guilt,1,0,0,0,0,1,1,1,0,0
guilt,0,0,0,0,1,0,2,0,0,1
guilt,1,2,1,1,3,1,3,1,2,3
guilt,0,0,0,0,1,1,1,0,0,1
guilt,1,2,1,1,3,2,3,2,2,3
guilt,0,0,0,0,0,1,0,1,0,0
guilt,2,2,1,1,1,1,5,1,1,2
guilt,0,0,0,0,0,0,1,0,0,0
guilt,1,1,1,1,1,1,2,1,1,2
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,1,1,1,1,1,1,1,2,1
guilt,2,2,2,2,3,2,4,2,2,3
guilt,1,1,1,1,1,2,1,2,1,1
guilt,1,1,0,0,0,1,0,1,1,0
guilt,1,1,1,2,1,1,1,1,1,1
guilt,1,0,0,1,0,0,1,0,0,1
guilt,0,0,0,0,0,0,1,0,0,1
guilt,2,0,2,0,0,2,1,2,0,3
guilt,0,1,0,1,0,1,1,1,0,0
guilt,0,1,0,0,1,0,1,0,0,0
guilt,1,1,0,0,0,2,2,1,0,2
guilt,1,0,0,0,0,2,0,1,0,0
guilt,1,1,1,2,0,2,1,1,0,0
guilt,2,3,2,2,1,4,1,3,3,3
guilt,1,1,0,0,1,5,1,2,1,1
guilt,1,1,1,1,1,2,1,1,1,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,0,0,0,0,1,0,1,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,0,0,0,0,1,0,1,0,0
guilt,0,0,0,0,1,0,1,0,0,1
guilt,1,1,1,1,1,1,1,1,1,1
guilt,1,1,1,1,1,1,2,1,1,2
guilt,1,2,1,1,2,2,4,2,1,2
guilt,1,0,1,1,0,1,0,1,0,0
guilt,1,0,0,0,0,1,0,1,0,0
guilt,0,0,0,0,0,1,0,0,0,1
guilt,1,1,1,2,2,2,2,1,1,2
guilt,1,0,0,0,0,1,0,1,0,0
guilt,1,0,0,1,0,1,1,0,0,0
guilt,0,1,0,0,1,2,1,1,0,1
guilt,1,0,1,1,1,1,1,1,0,0
guilt,0,0,0,1,0,0,0,0,0,1
guilt,0,1,0,0,1,1,1,1,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,2,0,2,1,0,3,0,2,0,0
guilt,0,1,0,0,3,1,4,1,0,1
guilt,1,2,1,1,1,1,3,1,1,3
guilt,1,0,0,0,0,1,0,1,0,0
guilt,1,0,0,0,0,1,0,1,0,0
guilt,0,0,0,1,1,1,1,1,0,1
guilt,0,1,0,0,0,1,0,1,0,0
guilt,0,0,0,0,1,0,1,0,0,1
guilt,1,2,1,2,1,2,1,2,3,1
guilt,1,0,0,1,0,2,0,2,0,0
guilt,0,1,0,1,1,0,1,1,0,2
guilt,1,0,0,0,0,2,0,1,0,0
guilt,0,0,0,0,1,0,2,0,0,2
guilt,1,0,0,0,0,1,0,1,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,0,0,0,0,1,0,1,0,0
guilt,1,0,1,0,0,1,0,0,0,0
guilt,1,0,2,1,1,2,1,1,1,1
guilt,0,0,0,0,1,0,1,0,0,1
guilt,0,1,1,0,1,1,1,0,0,0
guilt,0,1,0,0,0,0,0,0,0,0
guilt,0,0,1,0,0,1,1,1,0,0
guilt,0,1,0,1,0,0,1,0,1,1
guilt,0,1,0,1,1,0,1,0,0,1
guilt,1,0,0,0,0,1,0,1,0,0
guilt,0,0,0,1,0,1,0,0,0,0
guilt,0,0,0,0,0,1,0,0,0,1
guilt,0,0,0,0,0,1,1,0,0,1
guilt,2,2,2,2,1,2,1,2,1,1
guilt,1,0,1,1,0,2,1,2,0,1
guilt,0,2,0,0,1,2,1,2,0,1
guilt,1,1,1,1,1,3,1,3,0,1
guilt,2,2,2,2,1,2,2,2,1,2
guilt,0,2,0,0,0,2,0,2,1,0
guilt,0,0,0,0,1,1,2,0,0,3
guilt,1,1,0,1,1,2,1,1,0,0
guilt,0,1,0,0,0,0,0,0,0,0
guilt,0,0,0,0,0,1,0,1,0,0
guilt,0,1,0,0,0,0,1,0,0,0
guilt,0,0,0,0,0,0,1,0,0,0
guilt,2,2,1,1,1,2,2,2,1,2
guilt,1,1,0,0,0,1,1,1,0,0
guilt,0,0,0,0,0,1,0,1,0,0
guilt,0,0,0,0,1,1,1,1,0,1
guilt,0,1,0,0,0,0,1,0,0,0
guilt,0,2,0,0,1,0,1,0,1,1
guilt,1,1,1,0,1,2,1,1,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,2,2,3,3,3,3,3,3,2,2
guilt,2,1,1,1,1,4,3,2,1,1
guilt,3,3,4,3,3,7,5,6,4,6
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,0,0,0,1,0,1,0,0,1
guilt,1,0,0,0,0,1,1,1,0,1
guilt,0,1,0,0,0,0,0,0,0,0
guilt,1,1,1,1,2,2,2,1,1,1
guilt,1,0,0,1,1,2,1,1,1,1
guilt,1,3,1,1,2,1,3,1,2,2
guilt,0,0,0,0,1,0,2,0,0,1
guilt,0,1,0,1,1,0,1,1,0,1
guilt,0,0,0,0,0,0,1,0,0,0
guilt,1,1,1,3,1,2,2,2,0,0
guilt,1,1,1,1,1,1,1,1,1,1
guilt,1,0,0,0,0,1,0,1,0,1
guilt,1,2,1,1,2,1,2,1,2,1
guilt,0,0,0,1,1,1,1,1,0,1
guilt,1,1,0,0,1,0,3,1,1,1
guilt,0,1,0,0,1,1,1,1,0,1
guilt,2,1,2,2,2,2,2,2,1,1
guilt,1,1,1,1,1,2,1,2,0,1
guilt,0,1,0,0,0,0,0,0,0,0
guilt,0,0,0,0,0,0,0,0,0,0
guilt,0,1,1,0,1,1,1,1,1,1
guilt,1,1,1,1,1,2,2,2,1,1
guilt,2,0,0,1,0,3,2,1,1,2
guilt,2,0,0,1,1,3,1,1,0,0
guilt,0,0,1,0,0,1,0,1,0,1
guilt,0,0,0,0,0,0,0,0,0,0
guilt,2,0,0,1,0,1,0,1,0,0
guilt,1,0,0,0,0,1,0,1,0,0
guilt,0,1,0,1,0,1,1,1,1,0
guilt,0,0,0,0,1,0,1,0,0,3
guilt,0,0,0,0,0,0,0,0,0,0
guilt,1,2,1,1,3,1,4,1,1,3
guilt,1,1,1,1,1,1,1,1,1,1
guilt,1,1,1,1,2,2,3,2,1,2
guilt,1,2,1,1,1,1,1,1,1,1
guilt,0,0,0,0,0,1,0,1,0,0
guilt,2,1,1,1,0,2,0,2,1,0
guilt,2,3,2,1,1,3,2,2,1,2
guilt,0,0,0,0,0,1,3,0,0,0
guilt,0,1,0,1,1,1,1,1,0,1
guilt,0,0,0,1,0,1,0,1,0,0
guilt,3,1,2,1,1,3,2,2,1,2
guilt,0,0,1,0,0,3,0,2,1,0
guilt,1,1,1,1,1,1,1,1,1,1
guilt,0,0,0,0,0,1,1,1,0,1
joy,0,3,0,0,2,0,2,0,1,2
joy,0,1,0,0,0,0,2,0,0,0
joy,1,1,1,1,2,2,2,2,1,1
joy,2,1,2,2,4,2,5,2,0,0
joy,0,1,0,0,2,1,2,0,1,0
joy,0,1,0,0,1,0,1,0,1,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,1,1,1,1,1
joy,0,0,0,0,0,0,1,0,0,0
joy,0,1,0,0,2,0,2,0,1,2
joy,1,1,0,1,0,1,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,1,0,0,0,0,0,0
joy,1,1,1,1,1,1,1,1,1,1
joy,0,2,0,0,2,0,2,0,1,1
joy,1,1,1,2,1,2,2,1,2,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,2,0,2,0,0,1
joy,1,3,1,1,3,1,4,1,1,2
joy,0,1,0,0,1,0,2,0,0,1
joy,0,1,0,0,1,1,1,0,0,0
joy,0,1,0,0,2,0,2,0,1,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,2,0,0,0,1,1,0,0,0
joy,0,1,0,0,2,0,2,0,0,0
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,2,0,0,1,0,2,0,0,1
joy,1,0,0,0,0,1,3,0,0,2
joy,0,1,0,1,0,0,1,0,0,1
joy,0,1,0,0,0,0,1,0,0,0
joy,0,1,0,0,1,0,4,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,2,0,2,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,1,0,1,1,0,1,0,0,1
joy,0,2,0,0,2,0,2,0,0,1
joy,0,0,0,0,0,0,1,0,0,1
joy,0,1,0,0,2,0,3,0,1,3
joy,0,1,0,2,1,2,2,1,1,1
joy,0,0,0,0,0,0,3,0,0,2
joy,0,1,0,1,1,0,2,0,1,2
joy,2,2,1,2,2,4,3,2,1,2
joy,0,3,0,0,2,2,2,1,1,3
joy,0,1,0,0,1,0,2,0,1,2
joy,1,2,1,1,2,1,4,1,1,1
joy,0,4,0,0,2,0,4,0,1,2
joy,0,0,0,0,0,0,0,0,0,0
joy,1,3,0,0,2,0,4,0,2,3
joy,1,1,1,1,1,1,1,1,1,1
joy,0,1,0,1,0,0,1,0,1,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,1,1,1,1,1,1,1,1,1,1
joy,0,2,1,1,1,0,1,1,1,1
joy,0,2,1,0,2,0,2,1,1,1
joy,0,0,0,0,0,2,0,0,0,0
joy,0,0,0,0,0,0,2,0,0,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,1,0,0,1,0,1,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,2,0,0,1,1,1,1,0,1
joy,0,0,0,1,0,0,0,0,0,1
joy,0,2,0,1,2,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,1,1,1,1,1,1,1,1,1,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,1,1,1,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,1,1,1,1,1,2,2,2,0,2
joy,0,2,0,0,3,0,4,0,2,3
joy,0,0,0,0,0,0,0,0,0,0
joy,1,1,1,1,1,1,1,0,1,1
joy,0,1,0,1,1,1,4,0,1,1
joy,0,0,0,0,0,1,1,0,0,1
joy,0,1,1,1,1,2,1,1,1,1
joy,0,1,0,0,2,0,3,0,0,1
joy,0,1,0,0,0,0,0,0,0,0
joy,0,0,0,1,1,1,3,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,1,0
joy,0,1,0,0,1,0,1,0,0,1
joy,0,2,0,0,0,0,0,0,1,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,1,0,0,1
joy,0,1,0,0,1,0,2,0,0,2
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,2,1,1,3,1
joy,0,0,0,0,1,2,2,0,1,1
joy,0,1,0,0,3,0,3,0,0,3
joy,0,0,0,0,2,0,2,0,0,0
joy,0,1,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,1,0,0,1,0
joy,0,0,0,0,0,1,1,1,0,1
joy,0,1,0,0,1,0,2,0,0,2
joy,0,1,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,1,2,1,1,1,1,2,1,1,3
joy,0,0,0,0,0,0,3,0,0,0
joy,0,2,0,1,1,0,4,0,0,3
joy,0,2,0,0,3,0,5,1,0,3
joy,0,1,0,0,1,0,1,0,1,1
joy,0,2,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,1,0,0,0,0
joy,0,0,0,0,1,0,2,0,0,1
joy,0,1,0,0,0,0,1,0,0,0
joy,0,0,0,1,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,3,0,3,0,0,1
joy,1,4,1,1,5,1,6,1,3,4
joy,0,1,0,1,0,1,0,1,0,0
joy,0,0,0,1,0,0,0,0,0,0
joy,0,2,0,0,4,0,4,1,2,3
joy,1,3,1,1,1,1,1,1,1,1
joy,0,1,0,0,0,0,2,0,0,1
joy,0,3,1,0,1,0,1,0,1,1
joy,0,0,0,0,1,0,1,0,0,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,1,2,0,2,0,0,1
